"tqpkiprofara01","tqpkiprofara02","tqpkiprofara03","tqpkiprofara04","srv_ac","aras_cpn","ar_mediador","cpcewprojbos01","cpcewprojbos02","srv_ar","tqbznprowebc02","tqbznprowebc03","tqbznprowebc04","tqbznprowebc05","tqbznprowebc06","tqbznprowebc07","tqbznprowebc08","tqbznprowebc09","tqbznprowebc10","tqbznprowebc11","tqbznprowebc12","tqbznprowebc13","tqbznprowebc14","tqbznprowebc15","tqrfcprowebl21","tqrfcprowebl22","tqrfcprowebl23","tqrfcprowebl24","tqrfcprowebl26","tqrfcprowebl27","tqrfcprowebl28","tqrfcprowebl29","tqrfcprowebl30","tqrfcprowebl31","tqrfcprowebl32","tqrfcprowebl34","tqrfcprowebl35","tqrfcprowebl36","tqrfcprowebl37","tqrfcprowebl38","tqrfcprowebl39","tqrfcprowebl40","tqrfcprowebl42","tqrfcprowebl43","tqrfcprowebl44","tqrfcprowebl45","tqrfcprowebl46","tqrfcprowebl47","tqrfcprowebl48","tqrfcprowebl49","tqrfcprowebl50","tqrfcprowebl51","tqrfcprowebl52","tqrfcprowebl53","tqrfcprowebl54","tqrfcprowebl55","tqrfcprowebl56","tqrfcprowebl57","tqrfcprowebl58","tqrfcprowebl65","tqrfcprowebl82","tqrfcprowebl83","tqrfcprowebl84"
"2017-05-08 23:24:00",65,63,74,0,0,72,0,0,82,28,0,0,0,0,0,0,16,0,56,0,0,0,0,0,4,0,0,0,8,8,4,3,2,6,5,26,21,15,48,49,67,34,3,6,0,3,11,0,5,3,6,1,5,4,4,4,4,3,5,20,17,29,18
"2017-05-08 23:27:00",63,63,63,78,0,72,0,70,86,124,0,0,0,0,0,0,32,0,16,0,0,0,0,0,0,3,2,0,7,8,8,0,4,1,6,44,43,24,44,29,22,37,4,1,2,0,6,5,3,3,4,2,3,2,7,1,2,2,4,41,44,33,38
"2017-05-08 23:30:00",46,63,51,60,0,72,0,84,82,44,0,0,0,0,0,0,56,0,48,0,0,0,0,0,0,0,0,2,8,23,4,2,4,2,5,44,55,26,30,61,28,23,0,1,3,0,5,0,4,1,13,2,1,1,4,0,0,4,3,26,40,45,42
"2017-05-08 23:33:00",50,75,47,56,0,72,0,83,83,80,0,0,0,0,0,0,16,0,32,0,0,0,0,0,0,0,2,0,8,8,1,1,3,6,15,19,33,58,45,33,36,17,0,3,0,0,5,4,4,3,3,10,6,1,1,2,3,3,3,30,41,24,6
"2017-05-08 23:36:00",90,76,60,86,0,72,0,84,83,62,0,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,10,16,4,1,3,2,15,31,16,34,18,28,39,26,7,0,0,0,8,10,3,4,1,4,1,1,4,6,2,5,0,21,20,49,42
"2017-05-08 23:39:00",61,58,50,51,0,72,0,83,83,46,0,0,0,0,0,0,40,0,16,0,0,0,0,0,0,0,0,0,10,17,4,2,4,21,11,43,47,39,16,50,11,39,1,0,0,0,6,4,5,4,3,1,3,2,5,11,1,4,1,39,30,32,23
"2017-05-08 23:42:00",77,63,65,46,0,72,0,83,84,52,0,0,0,0,0,0,24,0,72,0,0,0,0,0,4,0,0,1,6,9,2,0,5,8,7,43,31,37,64,42,24,40,3,8,0,0,2,4,4,2,2,3,5,5,1,1,1,4,5,22,23,59,29
"2017-05-08 23:45:00",87,76,72,75,0,72,0,83,83,34,0,0,0,0,0,0,24,0,24,0,0,0,0,0,2,0,0,0,9,10,6,2,2,7,7,16,25,30,44,21,16,6,0,0,0,5,4,1,6,8,3,2,4,6,2,2,3,7,8,27,36,39,34
"2017-05-08 23:48:00",65,77,58,55,0,72,0,83,83,54,0,0,0,0,0,0,72,0,88,0,0,0,0,0,0,0,6,1,5,7,5,0,7,2,5,24,17,60,30,32,12,21,4,0,0,0,13,9,5,1,5,5,4,3,3,9,3,3,0,34,22,28,25
"2017-05-08 23:51:00",65,61,6,42,0,72,0,84,83,44,0,0,0,0,0,0,8,0,24,0,0,0,0,0,0,3,15,0,14,5,3,13,2,3,8,40,44,31,27,17,21,20,1,4,0,0,3,3,5,4,11,7,2,5,1,3,3,2,7,31,17,25,20
"2017-05-08 23:54:00",59,64,0,36,0,72,0,84,83,42,0,0,0,0,0,0,48,0,32,0,0,0,0,0,0,0,8,9,7,5,4,6,4,6,3,12,52,26,22,58,35,45,2,0,0,0,9,7,4,3,3,9,1,6,5,4,3,4,5,30,54,36,9
"2017-05-08 23:57:00",39,81,0,77,0,72,0,83,83,8,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,10,4,7,0,5,5,13,30,27,30,14,36,41,18,0,0,0,0,4,1,1,4,6,1,3,1,9,3,2,7,3,32,49,15,32
"2017-05-09 00:00:00",0,77,0,72,2,72,0,83,84,24,0,0,0,0,0,0,24,0,48,0,0,0,0,0,0,5,1,2,3,1,1,0,2,1,4,7,33,52,44,40,27,26,1,5,0,0,2,5,7,6,8,4,6,6,1,9,2,3,1,23,40,26,22
"2017-05-09 00:03:00",0,69,0,68,2,72,0,82,84,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,1,0,1,3,3,8,0,3,6,2,32,35,11,59,17,34,40,3,0,0,0,0,3,3,9,3,5,8,1,6,2,1,4,2,32,26,39,22
"2017-05-09 00:06:00",0,62,0,54,0,72,0,83,84,18,0,0,0,0,0,0,24,0,56,0,0,0,0,0,2,0,1,2,7,9,10,3,6,3,7,50,22,26,34,27,15,44,1,1,2,0,2,6,2,3,2,1,1,1,1,2,2,2,5,41,47,46,19
"2017-05-09 00:09:00",0,60,0,56,0,72,0,83,72,8,0,0,0,0,0,0,24,0,40,0,0,0,0,0,0,0,1,2,12,9,4,0,3,5,9,52,19,29,31,27,36,16,0,0,0,0,3,0,3,3,4,5,4,0,0,6,6,3,2,38,26,17,26
"2017-05-09 00:12:00",0,66,0,58,0,72,0,87,0,8,0,0,0,0,0,0,40,0,16,0,0,0,0,0,2,0,0,5,5,5,3,0,11,2,8,42,21,30,34,14,27,27,0,0,0,0,2,6,13,2,0,0,2,7,4,3,1,5,3,35,26,21,31
"2017-05-09 00:15:00",0,63,0,73,0,72,0,83,0,12,0,0,0,0,0,0,40,0,16,0,0,0,0,0,3,0,0,0,8,3,2,5,4,3,9,27,19,35,31,54,48,26,0,0,0,0,4,7,3,1,12,6,2,4,2,7,4,2,2,21,33,18,43
"2017-05-09 00:18:00",0,70,65,48,0,72,0,83,0,0,0,0,0,0,0,0,32,0,8,0,0,0,0,0,0,5,2,4,8,7,1,0,2,2,5,42,25,17,9,43,31,30,0,0,0,0,1,0,0,0,2,4,1,1,5,3,5,8,0,27,23,16,22
"2017-05-09 00:21:00",0,10,61,53,0,72,0,82,0,10,0,0,0,0,0,0,16,0,48,0,0,0,0,0,0,1,0,5,9,7,7,1,2,6,5,25,14,19,12,43,25,25,2,4,0,0,6,1,4,6,4,3,9,1,1,3,8,3,4,20,32,27,18
"2017-05-09 00:24:00",25,0,60,64,0,72,0,84,0,0,0,0,0,0,0,0,56,0,24,0,0,0,0,0,0,6,0,1,5,21,1,2,5,2,4,40,21,36,33,6,48,46,2,3,0,1,4,0,4,3,2,0,5,1,1,0,2,3,5,48,29,22,24
"2017-05-09 00:27:00",55,0,69,46,0,72,0,82,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,2,1,4,4,1,5,3,6,28,19,19,23,23,16,56,0,5,0,0,2,5,0,0,1,1,2,1,3,2,5,3,9,42,32,39,37
"2017-05-09 00:30:00",69,0,71,47,0,72,0,84,0,14,0,0,0,0,0,0,40,0,24,0,0,0,0,0,0,0,0,0,7,9,4,8,2,3,8,27,39,22,21,31,17,11,2,0,0,0,3,0,1,3,3,3,5,4,2,7,2,4,7,24,43,17,21
"2017-05-09 00:33:00",81,0,87,30,0,72,1,84,0,0,0,0,0,0,0,0,16,0,40,0,0,0,0,0,0,5,0,1,11,5,10,1,6,8,6,41,25,27,31,16,24,21,1,0,1,0,5,3,4,8,5,2,0,1,2,3,3,11,2,7,38,46,47
"2017-05-09 00:36:00",57,0,61,0,0,72,1,82,0,16,0,0,0,0,0,0,64,0,24,0,0,0,0,0,1,0,0,3,8,21,0,2,2,6,10,22,27,30,14,23,19,12,1,2,0,0,3,1,3,3,3,4,10,2,1,5,4,3,1,30,24,62,34
"2017-05-09 00:39:00",52,0,38,0,0,72,0,83,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,1,2,9,5,2,4,4,13,32,44,16,23,31,27,7,0,0,0,0,0,0,0,8,4,1,3,2,1,3,0,0,5,34,27,16,45
"2017-05-09 00:42:00",40,0,63,0,0,72,0,10,0,4,0,0,0,0,0,0,8,0,40,0,0,0,0,0,2,0,0,3,9,8,0,4,4,3,5,28,33,27,36,34,33,15,0,0,0,0,2,2,1,4,1,5,1,0,3,2,3,0,2,33,21,26,27
"2017-05-09 00:45:00",45,0,60,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2,0,3,2,11,3,5,1,7,3,13,30,0,29,32,27,39,23,0,0,0,0,0,5,3,0,3,5,4,5,2,1,1,7,0,10,31,60,11
"2017-05-09 00:48:00",83,35,72,0,0,0,0,0,25,0,0,0,0,0,0,0,32,0,24,0,0,0,0,0,3,0,8,0,10,9,0,3,9,5,5,28,22,71,32,34,56,39,0,0,0,0,4,1,0,2,2,3,0,1,3,4,7,6,1,43,22,19,13
"2017-05-09 00:51:00",67,78,65,0,0,0,0,0,84,0,0,0,0,0,0,0,32,0,8,0,0,0,0,0,0,0,2,0,9,16,1,1,1,0,7,23,22,30,17,16,31,16,0,0,7,0,6,0,1,3,8,3,0,2,5,7,4,2,2,11,28,33,42
"2017-05-09 00:54:00",63,78,78,0,0,0,0,0,83,0,0,0,0,0,0,0,48,0,80,0,0,0,0,0,0,0,0,0,6,11,5,1,4,5,8,34,28,29,30,29,27,37,0,0,2,0,17,7,2,1,4,2,1,3,3,0,3,2,1,16,43,36,8
"2017-05-09 00:57:00",50,68,73,0,0,0,0,0,85,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,3,2,5,0,3,3,7,27,19,13,41,15,20,38,0,1,0,0,8,1,6,2,16,6,5,8,2,6,2,1,4,42,17,20,23
"2017-05-09 01:00:00",81,83,58,0,0,0,0,0,84,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,1,1,11,11,2,0,4,3,8,28,41,19,1,26,28,21,0,0,0,0,3,3,2,3,4,3,0,6,1,4,10,0,2,37,25,19,65
"2017-05-09 01:03:00",40,46,33,20,0,0,0,0,83,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,1,4,19,11,1,2,7,3,31,2,12,22,16,26,14,1,1,0,0,3,1,2,0,9,0,2,1,1,3,1,1,4,13,17,14,21
"2017-05-09 01:06:00",83,56,53,70,0,0,0,0,83,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,3,0,4,0,7,2,2,2,4,4,9,35,18,20,18,37,28,26,1,1,0,0,1,2,2,1,3,1,0,4,2,2,1,1,3,20,16,54,23
"2017-05-09 01:09:00",54,53,53,45,0,0,0,0,84,4,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,6,1,6,2,9,12,8,49,26,36,26,13,8,49,0,4,0,0,5,5,1,4,3,4,2,3,2,0,11,1,0,36,27,31,30
"2017-05-09 01:12:00",50,64,65,66,0,0,0,0,83,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,7,7,1,0,5,4,6,31,33,22,15,27,45,33,1,0,0,0,2,4,4,1,0,2,0,1,2,3,2,0,4,19,36,21,23
"2017-05-09 01:15:00",52,57,46,50,0,0,0,0,83,26,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,1,7,7,3,1,8,0,3,24,25,11,18,20,27,24,0,0,0,0,1,9,9,1,1,0,2,5,2,1,2,5,1,48,18,4,21
"2017-05-09 01:18:00",63,58,71,57,0,0,0,0,83,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,3,2,0,0,1,31,14,12,31,8,31,18,0,3,0,0,1,5,0,2,4,6,1,2,2,1,3,4,1,11,20,30,17
"2017-05-09 01:21:00",62,84,78,99,0,0,0,49,84,30,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,4,11,3,0,2,2,10,31,41,17,9,31,14,10,0,0,0,0,5,4,2,0,6,1,4,0,2,1,2,0,1,15,17,34,51
"2017-05-09 01:24:00",52,58,61,40,0,0,0,84,83,50,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,10,3,1,0,2,3,6,19,36,27,15,17,30,30,1,0,0,0,1,1,6,2,0,7,2,1,1,0,2,3,3,26,25,30,20
"2017-05-09 01:27:00",56,61,10,79,0,0,1,83,83,24,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,8,9,1,0,2,3,5,18,17,20,27,2,14,31,0,0,0,0,5,2,0,4,0,4,1,3,3,0,3,7,0,17,29,27,23
"2017-05-09 01:30:00",52,81,0,63,0,0,0,82,84,22,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,8,6,1,4,1,5,17,20,46,34,28,29,53,37,0,0,0,0,2,3,4,4,2,1,1,2,2,1,0,2,1,25,16,25,18
"2017-05-09 01:33:00",37,51,0,51,0,0,0,83,84,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5,2,1,7,4,3,8,31,55,34,13,36,24,2,0,0,0,3,3,5,0,2,2,3,6,2,0,6,1,10,27,40,4,9
"2017-05-09 01:36:00",33,77,0,79,0,0,0,84,82,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,3,4,4,4,12,4,27,16,19,20,17,0,0,0,0,5,3,1,1,2,2,1,1,1,1,3,6,3,8,34,13,36
"2017-05-09 01:39:00",0,64,0,69,0,0,0,84,83,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,6,4,3,39,28,40,15,10,14,25,0,0,0,0,4,0,1,4,3,14,1,0,1,1,3,2,1,40,20,23,20
"2017-05-09 01:42:00",0,54,0,40,0,0,0,83,84,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,15,0,8,9,4,5,22,23,28,4,45,32,22,0,3,0,0,1,4,2,3,0,7,0,1,3,0,1,4,1,17,41,20,6
"2017-05-09 01:45:00",0,65,0,78,0,0,0,83,82,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,15,2,2,5,1,3,23,19,27,2,13,9,49,0,0,0,0,3,2,1,4,7,3,3,0,2,2,2,2,0,8,29,19,25
"2017-05-09 01:48:00",1,59,0,65,0,20,0,84,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,2,5,2,0,4,2,8,34,31,8,22,31,16,29,0,1,0,0,4,3,7,2,7,1,2,2,0,1,0,2,1,45,34,4,20
"2017-05-09 01:51:00",0,71,0,77,0,72,0,83,83,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,7,7,1,2,1,2,6,19,29,28,26,45,14,27,0,0,0,0,3,2,2,3,7,0,6,3,0,2,3,5,1,17,28,44,19
"2017-05-09 01:54:00",0,54,0,51,0,72,0,83,83,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,1,1,3,6,9,24,21,13,21,14,6,56,0,1,2,0,1,2,5,2,3,3,3,1,0,4,0,1,4,25,28,3,28
"2017-05-09 01:57:00",0,48,22,54,0,72,0,83,84,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,1,2,5,4,6,0,15,20,7,32,8,33,0,0,0,0,1,2,1,1,2,2,0,0,2,1,5,0,0,13,27,21,35
"2017-05-09 02:00:00",0,29,58,59,0,72,0,82,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,1,0,1,1,4,9,37,25,19,18,27,24,0,0,0,0,5,3,1,2,10,5,0,1,6,1,1,2,2,33,38,40,29
"2017-05-09 02:03:00",0,0,74,82,0,72,0,86,84,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,1,3,2,6,2,34,17,28,4,26,27,26,0,1,0,0,0,2,4,1,2,4,1,2,1,2,0,0,0,9,11,25,24
"2017-05-09 02:06:00",5,0,83,71,0,72,0,82,82,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,8,1,16,46,33,30,26,31,20,0,0,0,0,3,2,2,2,6,3,2,2,4,3,0,6,3,30,24,13,24
"2017-05-09 02:09:00",63,0,58,44,0,72,0,84,84,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,4,2,5,34,13,28,36,21,29,31,0,0,0,0,1,3,9,0,2,2,2,7,0,3,2,7,0,40,26,17,22
"2017-05-09 02:12:00",84,0,64,49,0,72,0,83,83,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,0,0,3,3,18,14,18,39,21,24,19,0,0,0,0,0,6,3,5,1,7,2,0,2,1,3,0,1,38,32,35,29
"2017-05-09 02:15:00",51,0,73,0,0,72,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,5,2,2,3,20,6,18,13,17,10,3,0,4,0,0,1,2,0,2,1,2,3,2,3,2,0,1,0,13,14,24,6
"2017-05-09 02:18:00",44,0,54,0,0,72,0,84,84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,3,2,1,4,2,14,15,12,20,18,13,33,0,0,0,0,2,1,2,2,3,0,0,4,4,1,1,2,0,2,9,29,39
"2017-05-09 02:21:00",61,0,51,0,0,72,0,83,82,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,2,1,0,1,1,9,30,21,23,30,22,5,0,0,0,0,1,2,2,1,0,1,0,1,2,1,17,5,1,21,28,26,26
"2017-05-09 02:24:00",47,0,69,0,0,72,0,84,83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,0,5,5,3,10,10,18,31,27,15,18,0,0,0,0,2,2,2,3,1,0,1,1,0,3,0,4,0,26,30,13,41
"2017-05-09 02:27:00",66,46,87,0,0,72,0,84,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1,3,2,1,12,24,22,29,22,11,4,0,0,0,0,3,8,3,10,2,4,2,2,0,0,2,4,1,10,30,23,12
"2017-05-09 02:30:00",60,65,69,0,0,72,0,81,84,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,3,4,2,18,15,20,21,21,14,31,0,0,0,0,2,0,3,1,1,1,4,0,1,2,1,1,1,27,10,31,17
"2017-05-09 02:33:00",58,56,75,0,0,72,0,84,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,2,2,4,34,21,12,8,12,23,14,0,0,0,0,2,3,2,0,3,1,2,2,7,4,2,1,2,11,0,30,30
"2017-05-09 02:36:00",42,64,48,0,0,72,0,82,84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,2,0,9,18,37,10,9,23,15,19,0,0,0,0,3,2,2,3,0,7,1,9,1,0,2,2,1,14,24,14,26
"2017-05-09 02:39:00",54,54,84,22,0,72,0,82,84,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,4,4,1,7,21,8,17,3,38,3,18,0,0,0,0,1,1,2,0,1,3,0,0,3,1,5,1,0,18,9,11,29
"2017-05-09 02:42:00",52,48,59,42,0,72,0,84,84,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,2,0,5,3,32,12,1,18,10,19,17,0,0,0,0,2,4,3,3,1,1,3,1,2,1,1,3,2,13,30,6,30
"2017-05-09 02:45:00",42,74,83,62,0,72,0,83,81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,1,4,8,20,21,9,13,17,21,15,0,0,0,0,1,12,0,2,3,1,2,0,5,9,0,0,0,21,24,34,14
"2017-05-09 02:48:00",14,16,14,14,0,72,0,82,86,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,1,0,4,3,5,32,13,18,23,5,23,9,0,0,0,0,3,4,1,2,2,3,0,2,2,0,1,2,7,14,6,2,26
"2017-05-09 02:51:00",41,34,35,43,0,72,0,83,83,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,2,19,6,19,3,40,10,22,0,0,0,0,0,0,0,4,2,1,3,0,3,2,1,0,0,22,22,7,15
"2017-05-09 02:54:00",11,19,29,17,0,72,0,82,84,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,0,1,2,5,8,20,21,29,12,18,29,0,0,0,0,2,2,2,5,0,1,0,0,0,3,1,1,1,33,26,9,16
"2017-05-09 02:57:00",49,65,66,68,0,72,0,84,84,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,5,4,4,1,2,32,32,0,17,27,25,17,0,0,0,0,2,0,1,3,0,4,1,0,4,1,3,1,2,5,19,24,11
"2017-05-09 03:00:00",65,72,61,75,0,72,0,84,82,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,2,5,5,21,5,17,25,6,19,12,0,0,0,0,2,3,10,2,1,3,0,0,1,0,2,4,0,19,46,28,22
"2017-05-09 03:03:00",89,102,0,90,0,72,0,83,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,9,5,14,32,27,13,8,19,11,0,0,0,0,1,0,0,3,1,2,0,8,3,1,0,1,1,22,14,22,20
"2017-05-09 03:06:00",82,114,0,95,0,72,0,85,82,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,4,1,0,1,1,34,36,4,19,19,21,35,0,0,0,0,4,1,0,1,2,0,1,1,3,2,3,0,0,6,29,9,20
"2017-05-09 03:09:00",50,45,0,70,0,72,0,82,83,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,2,2,12,13,10,14,3,2,9,0,0,0,0,1,1,3,1,7,12,0,0,1,1,2,0,1,17,14,13,3
"2017-05-09 03:12:00",50,80,0,73,0,72,0,84,84,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,3,1,15,26,24,25,38,27,12,0,0,0,0,2,1,1,1,1,6,5,1,2,3,1,0,0,23,10,35,63
"2017-05-09 03:15:00",63,62,0,59,0,72,0,83,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,1,6,0,5,14,2,12,3,4,10,2,0,0,0,0,1,2,1,0,1,1,9,3,0,6,0,1,3,4,18,7,13
"2017-05-09 03:18:00",22,65,0,54,0,72,0,83,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,3,5,15,17,20,22,27,18,24,0,0,0,0,4,0,2,0,2,5,9,1,1,0,1,1,2,5,9,15,17
"2017-05-09 03:21:00",0,45,0,62,0,72,0,84,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,2,5,21,15,10,16,22,31,0,0,0,0,2,1,3,1,2,2,0,1,0,0,5,0,4,9,8,5,18
"2017-05-09 03:24:00",0,57,0,51,0,72,0,82,82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1,0,13,24,13,10,2,13,2,0,0,0,0,3,1,0,8,1,3,0,1,0,2,0,1,2,5,3,30,11
"2017-05-09 03:27:00",0,49,19,75,0,72,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,1,1,11,19,1,7,25,14,8,0,0,0,0,3,1,3,4,1,1,3,2,0,1,4,4,0,23,8,15,22
"2017-05-09 03:30:00",0,14,75,72,0,72,0,83,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,5,6,0,0,8,6,13,8,48,12,0,0,0,0,1,2,0,3,0,1,0,0,7,0,1,1,0,2,8,13,5
"2017-05-09 03:33:00",0,0,61,75,0,72,0,83,82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,2,0,4,6,14,17,0,10,6,5,17,0,0,0,0,0,2,2,1,2,0,1,0,0,1,0,0,0,6,22,13,27
"2017-05-09 03:36:00",0,0,55,71,0,72,0,84,84,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,0,0,2,14,33,33,10,9,10,20,21,0,0,0,0,3,3,0,2,0,0,0,1,4,1,4,0,1,45,27,9,4
"2017-05-09 03:39:00",0,0,58,63,0,72,0,83,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,2,1,14,0,12,15,23,26,15,0,0,0,0,4,3,5,2,0,3,0,0,1,2,0,0,1,11,12,18,7
"2017-05-09 03:42:00",0,0,55,50,0,72,0,83,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,3,2,3,14,9,22,8,7,13,17,0,0,0,0,2,2,2,0,0,3,0,1,1,0,1,0,0,8,19,9,14
"2017-05-09 03:45:00",0,0,53,16,0,72,0,83,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,15,1,0,9,11,15,7,9,25,0,0,0,0,0,0,0,2,2,3,0,1,1,1,1,13,0,15,12,3,2
"2017-05-09 03:48:00",1,0,50,0,0,72,4,83,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,7,3,5,8,23,10,23,5,13,5,0,0,0,0,0,2,3,2,0,0,0,3,3,0,0,0,0,19,11,12,25
"2017-05-09 03:51:00",77,0,63,0,0,72,0,84,84,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,4,4,6,4,13,4,16,8,0,0,0,0,0,0,1,0,0,0,1,0,2,6,0,1,1,1,16,5,6,8
"2017-05-09 03:54:00",51,0,52,0,0,72,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,1,0,2,3,8,11,16,15,1,21,6,0,0,0,0,1,9,2,1,2,1,3,0,3,0,0,1,3,10,5,29,3
"2017-05-09 03:57:00",48,31,53,0,0,72,0,83,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,4,1,6,11,12,8,15,6,3,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,9,15,12,10
"2017-05-09 04:00:00",46,71,53,0,0,72,0,84,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,0,1,0,27,2,13,6,19,6,20,0,0,0,0,1,0,5,0,1,1,2,0,2,1,0,1,1,18,0,8,10
"2017-05-09 04:03:00",63,52,74,0,0,72,0,82,83,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,15,24,18,14,11,16,32,0,0,0,0,1,1,1,2,1,1,1,2,1,0,0,2,2,13,19,12,1
"2017-05-09 04:06:00",36,65,63,0,0,72,0,83,84,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,6,2,0,0,5,8,14,19,29,33,0,0,0,0,1,0,1,2,1,0,1,0,0,0,1,0,1,8,11,5,22
