"tqpkiprofara01","tqpkiprofara02","tqpkiprofara03","tqpkiprofara04","srv_ac","aras_cpn","ar_mediador","cpcewprojbos01","cpcewprojbos02","srv_ar","tqbznprowebc02","tqbznprowebc03","tqbznprowebc04","tqbznprowebc05","tqbznprowebc06","tqbznprowebc07","tqbznprowebc08","tqbznprowebc09","tqbznprowebc10","tqbznprowebc11","tqbznprowebc12","tqbznprowebc13","tqbznprowebc14","tqbznprowebc15","tqrfcprowebl21","tqrfcprowebl22","tqrfcprowebl23","tqrfcprowebl24","tqrfcprowebl26","tqrfcprowebl27","tqrfcprowebl28","tqrfcprowebl29","tqrfcprowebl30","tqrfcprowebl31","tqrfcprowebl32","tqrfcprowebl34","tqrfcprowebl35","tqrfcprowebl36","tqrfcprowebl37","tqrfcprowebl38","tqrfcprowebl39","tqrfcprowebl40","tqrfcprowebl42","tqrfcprowebl43","tqrfcprowebl44","tqrfcprowebl45","tqrfcprowebl46","tqrfcprowebl47","tqrfcprowebl48","tqrfcprowebl49","tqrfcprowebl50","tqrfcprowebl51","tqrfcprowebl52","tqrfcprowebl53","tqrfcprowebl54","tqrfcprowebl55","tqrfcprowebl56","tqrfcprowebl57","tqrfcprowebl58","tqrfcprowebl65","tqrfcprowebl82","tqrfcprowebl83","tqrfcprowebl84"
"2017-05-09 17:48:00",0,84,0,0,0,72,0,83,84,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 17:51:00",0,69,73,0,4,72,1,85,82,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 17:54:00",23,98,94,0,0,49,2,82,83,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 17:57:00",51,79,69,78,0,0,1,84,44,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:00:00",70,99,114,84,0,0,3,83,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:03:00",97,90,105,126,0,0,0,84,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:06:00",58,80,75,81,0,0,0,84,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:09:00",50,78,87,88,0,45,0,83,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:12:00",47,93,94,82,0,72,0,83,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:15:00",51,59,89,87,0,74,0,83,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:18:00",80,0,90,82,0,72,0,41,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:21:00",65,0,103,93,2,72,2,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:24:00",72,0,103,103,2,74,5,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:27:00",68,0,86,78,0,74,0,0,0,572,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:30:00",40,0,70,76,2,74,0,0,0,2542,5,1,0,5,3,0,3,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:33:00",28,0,10,51,2,72,0,0,0,2556,4,13,4,0,4,2,4,0,5,6,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:36:00",54,51,0,56,2,72,0,0,0,2344,0,4,2,2,5,8,6,13,0,8,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:39:00",47,73,0,4,2,72,1,0,0,2160,8,0,2,0,6,5,8,6,3,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:42:00",90,94,0,0,0,74,0,0,0,2082,6,0,4,8,5,3,4,4,10,12,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:45:00",95,126,0,0,2,74,0,0,0,1970,5,5,0,2,11,6,6,6,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:48:00",45,57,0,0,2,72,0,0,0,1704,3,3,3,1,0,2,4,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:51:00",48,73,68,0,0,72,0,0,0,1344,5,2,0,7,4,2,6,0,2,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:54:00",9,111,97,0,0,72,0,0,0,1188,0,0,0,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 18:57:00",0,121,110,36,0,72,0,0,0,1124,0,0,7,3,5,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:00:00",0,124,123,112,0,72,0,0,0,1180,6,2,0,2,2,0,4,1,6,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:03:00",0,86,84,92,0,72,1,0,0,884,2,1,0,0,2,0,0,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:06:00",0,72,61,96,0,72,2,0,0,950,3,2,3,2,5,1,2,2,2,4,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:09:00",0,85,98,100,0,72,0,0,0,1176,1,2,7,0,2,2,2,4,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:12:00",0,59,79,88,0,72,0,0,0,1028,4,4,2,6,1,1,4,6,0,5,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:15:00",0,64,62,76,0,72,0,0,0,434,0,2,0,0,1,0,0,0,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:18:00",27,78,96,93,4,72,3,0,0,284,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2017-05-09 19:21:00",88,89,98,115,0,72,1,0,0,280,0,0,0,1,0,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2017-05-09 19:24:00",54,29,60,73,0,5,3,0,0,300,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"2017-05-09 19:27:00",72,0,85,59,0,0,2,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:30:00",84,0,101,86,0,0,2,0,28,262,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:33:00",86,0,86,84,0,0,0,0,84,378,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:36:00",41,0,64,53,0,0,2,0,82,372,2,0,1,0,6,0,5,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:39:00",72,0,92,99,0,0,0,0,85,1030,22,26,22,24,22,22,21,22,22,22,22,22,22,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"2017-05-09 19:42:00",61,0,2,67,0,0,0,0,83,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:45:00",45,0,0,28,0,0,1,0,84,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:48:00",45,14,0,0,0,0,1,0,83,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-05-09 19:51:00",53,49,0,0,0,71,0,77,81,896,0,0,0,4,0,0,0,4,0,0,12,0,0,0,45,26,19,0,1,0,13,24,19,2,0,0,0,0,0,42,0,0,50,12,12,1,0,2,1,0,0,0,0,0,9,1,1,5,0,0,1,0,0
"2017-05-09 19:54:00",26,48,0,0,0,72,1,85,83,970,0,0,0,15,0,0,0,15,0,0,0,0,0,0,2,0,20,51,16,9,7,4,16,10,12,35,23,1,14,14,4,24,24,2,9,7,12,10,8,9,0,7,0,12,2,41,6,3,5,2,6,12,30
"2017-05-09 19:57:00",40,48,0,0,0,72,3,82,84,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,18,9,74,63,23,14,8,9,26,13,23,21,13,15,21,22,17,1,26,8,7,4,9,20,8,2,4,8,9,17,22,17,12,27,17,12,20,12
"2017-05-09 20:00:00",54,43,0,0,0,72,1,83,83,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,16,33,9,20,5,17,36,24,0,17,27,26,24,19,17,25,22,13,19,10,16,1,7,7,12,5,7,7,3,22,5,5,7,14,25,21,50
"2017-05-09 20:03:00",56,51,45,0,0,72,2,84,83,832,0,0,0,0,0,0,0,0,0,0,40,0,0,0,46,3,31,3,5,15,3,6,39,17,12,64,14,21,35,41,24,14,11,3,7,4,15,4,4,4,6,3,8,4,9,4,12,8,6,22,20,38,55
"2017-05-09 20:06:00",49,65,65,0,0,72,0,83,83,756,0,0,0,0,0,0,0,0,0,0,176,0,0,0,4,240,20,62,41,14,4,4,9,3,34,64,23,34,25,33,38,51,8,9,8,31,3,18,13,7,12,1,3,7,2,13,8,11,5,41,43,51,26
"2017-05-09 20:09:00",51,63,58,0,0,72,1,82,85,982,0,0,0,0,0,0,0,0,0,0,104,0,0,0,22,89,1,56,26,22,14,10,8,26,20,26,30,34,26,50,13,30,2,19,8,11,1,31,10,17,4,1,5,3,6,7,2,7,6,42,30,28,27
"2017-05-09 20:12:00",52,82,67,0,0,72,2,84,83,572,0,0,0,0,0,0,0,0,0,0,152,0,0,0,6,0,6,38,12,11,5,3,8,27,12,22,24,16,30,26,26,38,19,5,5,1,4,4,3,6,1,10,2,2,9,12,4,7,17,27,23,32,27
"2017-05-09 20:15:00",62,72,75,61,0,72,1,83,82,368,0,0,0,0,0,0,0,0,0,0,120,0,0,0,38,78,6,0,21,27,8,3,10,27,19,65,65,82,34,55,39,46,4,8,13,3,9,20,4,8,3,8,5,9,10,5,6,6,10,46,70,48,56
"2017-05-09 20:18:00",51,66,81,57,0,72,1,83,85,338,0,0,0,0,0,0,0,0,0,0,200,0,0,0,3,4,5,10,26,18,11,8,7,7,17,56,42,51,42,41,57,47,7,3,4,5,7,10,6,3,9,3,8,10,7,6,11,2,10,45,51,27,24
"2017-05-09 20:21:00",87,83,110,96,0,72,6,83,83,268,0,0,0,0,0,0,0,0,0,0,144,0,0,0,21,11,1,4,12,10,7,3,5,6,9,78,48,78,33,53,42,63,8,7,10,9,5,2,3,10,6,10,6,4,5,6,10,9,8,69,40,55,46
"2017-05-09 20:24:00",0,94,116,134,0,72,3,83,83,194,0,0,0,0,0,0,0,0,0,0,129,0,0,0,6,14,0,7,10,20,8,3,5,10,8,39,27,43,61,51,67,83,3,4,12,12,6,9,16,2,13,6,1,9,4,5,10,6,11,40,62,83,77
"2017-05-09 20:27:00",0,131,109,142,0,72,2,85,82,232,0,0,0,0,0,0,0,0,0,0,64,0,0,0,23,12,12,1,16,13,7,1,11,5,19,60,50,64,50,45,33,51,7,5,11,10,8,1,9,5,10,5,2,4,6,6,7,11,7,72,71,88,75
"2017-05-09 20:30:00",0,132,122,140,0,72,1,82,83,250,0,0,0,0,0,0,0,0,0,0,168,0,0,0,15,9,21,0,13,12,22,3,6,10,14,55,42,43,80,67,38,41,0,4,11,5,7,3,10,6,10,10,13,3,7,6,9,11,1,73,62,58,51
"2017-05-09 20:33:00",0,76,83,77,0,72,4,86,82,260,0,0,0,0,0,0,0,0,0,0,168,0,0,0,10,24,13,11,17,13,11,3,10,9,7,44,72,74,59,53,89,24,2,6,4,5,10,4,4,8,4,4,5,7,8,9,6,5,5,47,67,64,58
"2017-05-09 20:36:00",0,71,64,71,4,72,2,83,83,250,0,0,0,0,0,0,0,0,0,0,128,0,0,0,9,20,15,6,12,19,6,2,13,6,6,83,69,41,72,63,58,73,7,4,8,6,5,8,7,7,4,6,8,9,8,5,4,6,10,32,64,50,54
"2017-05-09 20:39:00",0,72,68,63,4,1,4,82,84,276,0,0,0,0,0,0,0,0,0,0,104,0,0,0,10,23,19,5,14,25,5,7,15,9,16,51,25,40,52,61,53,75,6,6,10,7,4,8,12,17,3,4,5,13,6,9,13,8,13,63,52,65,77
"2017-05-09 20:42:00",0,50,49,71,0,0,5,84,83,262,0,0,0,0,0,0,0,0,0,0,160,0,0,0,7,8,22,12,24,16,8,4,9,5,9,56,37,99,74,57,44,57,2,4,7,0,4,4,4,7,9,4,16,5,11,4,6,4,4,63,82,37,56
"2017-05-09 20:45:00",0,17,48,60,0,0,4,83,83,218,0,0,0,0,0,0,0,0,0,0,136,0,0,0,6,23,33,7,7,17,3,4,4,4,16,62,52,56,29,65,66,41,8,7,26,11,7,5,11,8,8,6,6,3,4,7,9,10,3,48,41,65,71
"2017-05-09 20:48:00",24,0,67,69,0,0,5,83,84,174,0,0,0,0,0,0,0,0,0,0,88,0,0,0,22,43,10,5,11,10,5,2,6,5,11,55,50,41,33,47,49,64,1,5,13,8,5,2,5,5,2,9,4,13,5,13,4,7,8,50,70,38,41
"2017-05-09 20:51:00",60,0,90,95,0,0,6,82,85,198,0,0,0,0,0,0,0,0,0,0,88,0,0,0,7,25,5,11,26,15,15,5,4,6,11,69,51,110,31,34,52,50,4,8,18,6,7,14,6,6,22,3,9,1,6,8,6,9,4,71,48,28,43
"2017-05-09 20:54:00",86,0,152,118,0,0,2,83,82,286,0,0,0,0,0,0,0,0,0,0,152,0,0,0,5,19,7,9,45,13,20,2,8,6,14,41,55,43,30,60,60,68,1,4,11,0,4,11,7,5,7,10,7,13,8,4,6,4,10,55,68,39,85
"2017-05-09 20:57:00",82,0,25,109,0,0,2,82,86,372,0,0,0,0,0,0,0,0,0,0,136,0,0,0,16,20,9,4,29,26,13,5,10,14,8,55,55,53,67,48,46,66,4,2,5,10,7,13,4,6,6,4,6,4,4,9,4,7,8,37,31,71,25
"2017-05-09 21:00:00",45,0,0,52,0,46,1,81,84,290,0,0,0,0,0,0,0,0,0,0,104,0,0,0,14,73,3,2,17,16,14,2,17,8,22,66,52,58,79,50,72,48,0,1,7,9,7,3,5,6,6,9,6,7,9,4,9,15,6,70,64,50,59
"2017-05-09 21:03:00",29,0,0,42,0,72,3,82,84,190,0,0,0,0,0,0,0,0,0,0,184,0,0,0,10,19,1,4,12,11,6,1,6,9,9,52,39,50,70,40,84,55,1,3,2,8,5,3,2,2,8,11,10,10,9,3,7,9,4,42,43,43,43
"2017-05-09 21:06:00",32,0,0,34,0,72,1,83,84,172,0,0,0,0,0,0,0,0,0,0,192,0,0,0,11,20,29,10,15,15,8,10,3,8,14,37,56,64,53,56,46,71,5,0,9,1,8,8,8,15,3,1,7,4,12,7,8,6,6,49,34,63,75
"2017-05-09 21:09:00",39,4,0,0,0,72,1,83,82,122,0,0,0,0,0,0,0,0,0,0,192,0,0,0,5,29,21,12,18,25,16,4,7,6,28,95,40,67,56,32,25,58,9,4,6,14,16,6,14,6,10,5,6,9,6,2,3,3,6,62,53,42,58
"2017-05-09 21:12:00",37,35,0,0,0,72,2,83,85,162,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,8,6,4,25,23,7,4,12,5,14,9,47,28,49,92,70,45,3,3,9,6,5,10,8,12,9,9,0,5,5,3,10,4,10,53,52,71,27
"2017-05-09 21:15:00",42,40,0,0,0,72,2,84,83,134,0,0,0,0,0,0,0,0,0,0,128,0,0,0,8,11,8,7,10,17,4,4,3,8,10,52,77,78,39,48,52,32,3,2,3,4,5,10,6,8,13,5,6,1,4,12,4,5,4,62,38,65,55
"2017-05-09 21:18:00",58,46,0,0,0,72,0,82,83,220,0,0,0,0,0,0,0,0,0,0,208,0,0,0,3,2,20,6,8,12,3,2,10,4,7,51,41,47,32,55,54,78,4,6,3,20,3,2,3,2,1,12,8,4,4,11,7,11,8,38,66,69,50
"2017-05-09 21:21:00",86,89,0,0,0,72,0,84,84,202,0,0,0,0,0,0,0,0,0,0,168,0,0,0,7,14,23,4,23,30,11,1,19,23,15,42,43,70,38,55,43,28,8,1,7,5,2,9,10,6,2,7,21,16,9,7,8,8,12,79,62,34,63
"2017-05-09 21:24:00",71,90,30,0,0,72,0,82,83,304,0,0,0,0,0,0,0,0,0,0,136,0,0,0,19,10,7,3,27,14,7,1,7,10,7,18,67,55,82,72,53,29,3,5,1,6,8,5,3,4,11,3,5,5,6,7,3,4,2,66,59,52,47
"2017-05-09 21:27:00",41,54,63,0,0,72,0,84,83,364,0,0,0,0,0,0,0,0,0,0,144,0,0,0,9,8,5,0,23,21,4,5,5,10,21,52,29,42,47,42,63,37,5,5,10,4,7,5,6,5,10,4,12,6,7,3,9,7,7,61,88,27,51
"2017-05-09 21:30:00",55,50,57,13,0,72,0,84,83,190,0,0,0,0,0,0,0,0,0,0,152,0,0,0,5,22,6,6,17,9,6,8,8,14,14,24,34,53,81,45,59,32,0,2,11,3,7,11,8,9,5,8,4,6,12,3,4,5,9,28,38,62,62
"2017-05-09 21:33:00",66,84,68,81,0,72,0,79,86,92,0,0,0,0,0,0,0,0,0,0,176,0,0,0,6,18,9,6,26,15,5,3,5,6,7,44,63,63,51,62,73,77,2,4,13,8,7,3,7,10,14,2,5,11,6,8,10,6,4,41,61,96,82
"2017-05-09 21:36:00",82,87,103,96,0,72,0,86,82,90,0,0,0,0,0,0,0,0,0,0,104,0,0,0,14,14,5,5,19,17,3,4,9,4,17,23,70,44,43,32,44,54,10,7,5,4,4,6,7,5,5,6,4,2,9,2,6,5,7,43,63,43,53
"2017-05-09 21:39:00",83,93,125,90,0,72,3,84,82,234,0,0,0,0,0,0,0,0,0,0,200,0,0,0,20,21,11,2,10,15,6,2,6,6,16,47,48,49,60,65,40,50,4,6,2,5,1,4,5,6,6,6,10,6,8,10,4,9,16,48,41,46,68
"2017-05-09 21:42:00",80,116,90,91,0,72,3,82,84,416,0,0,0,0,0,0,0,0,0,0,144,0,0,0,15,12,4,3,17,16,18,2,10,15,18,45,54,26,68,55,67,60,2,3,12,11,5,12,3,5,7,7,8,10,7,8,2,9,4,28,66,41,45
"2017-05-09 21:45:00",51,65,66,78,0,72,0,84,83,514,0,0,0,0,0,0,0,0,0,0,128,0,0,0,8,24,13,2,15,13,10,3,8,1,12,45,49,31,74,41,47,41,9,1,13,5,3,4,8,7,6,5,3,6,8,6,6,6,6,58,29,62,70
"2017-05-09 21:48:00",56,68,70,73,0,72,0,83,83,528,0,0,0,0,0,0,0,0,0,0,72,0,0,0,7,18,8,2,21,15,7,3,9,12,13,76,40,64,64,43,46,76,4,0,14,2,9,5,6,2,5,5,4,7,5,9,1,3,8,53,55,39,57
"2017-05-09 21:51:00",55,74,65,78,0,72,3,83,84,424,0,0,0,0,0,0,0,0,0,0,112,0,0,0,14,17,17,17,12,11,5,10,7,8,10,39,32,35,60,69,38,64,1,0,9,2,6,4,4,5,4,1,5,17,2,5,5,4,7,56,55,53,28
"2017-05-09 21:54:00",77,101,83,80,0,72,0,84,83,414,0,0,0,0,0,0,0,0,0,0,128,0,0,0,8,20,9,0,16,25,11,3,12,9,23,79,56,50,44,46,48,44,3,8,12,3,6,8,12,5,2,9,4,5,5,7,13,5,5,85,59,26,58
"2017-05-09 21:57:00",50,70,54,60,0,72,0,82,83,312,0,0,0,0,0,0,0,0,0,0,96,0,0,0,12,20,14,1,21,36,4,7,10,7,17,57,33,56,43,19,49,72,11,1,6,0,2,6,0,11,7,6,0,9,5,54,5,5,3,39,55,57,27
"2017-05-09 22:00:00",45,54,55,69,0,72,0,84,84,220,0,0,0,0,0,0,0,0,0,0,112,0,0,0,8,8,6,3,16,18,8,5,8,4,10,16,60,43,51,56,27,28,1,2,6,4,4,7,4,7,16,7,10,2,4,5,4,6,11,34,55,66,84
"2017-05-09 22:03:00",23,87,81,79,0,72,0,82,83,72,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21,8,5,2,24,19,5,4,9,6,11,73,54,37,39,43,31,29,4,3,9,4,6,7,6,9,4,3,4,2,9,4,18,11,9,72,31,52,29
"2017-05-09 22:06:00",0,76,94,79,0,72,0,84,83,36,0,0,0,0,0,0,0,0,0,0,128,0,0,0,6,11,9,1,12,10,11,7,10,9,9,63,71,54,40,56,67,68,13,7,8,3,6,5,5,6,7,6,3,0,4,6,6,7,2,56,23,56,52
"2017-05-09 22:09:00",0,36,49,81,0,72,0,83,84,70,0,0,0,0,0,0,0,0,0,0,112,0,0,0,7,18,8,1,28,13,10,8,6,9,10,30,68,41,41,37,38,34,4,9,7,1,2,3,5,4,9,6,6,1,6,4,7,7,5,54,48,61,74
"2017-05-09 22:12:00",0,0,70,93,0,72,3,82,83,186,0,0,0,0,0,0,0,0,0,0,128,0,0,0,2,16,6,4,16,12,9,2,7,1,13,33,53,35,64,56,70,55,0,4,9,2,2,3,7,7,5,8,7,5,6,11,6,3,9,37,58,75,29
"2017-05-09 22:15:00",0,0,53,69,0,72,0,83,85,290,0,0,0,0,0,0,0,0,0,0,168,0,0,0,2,7,2,0,12,15,8,3,10,3,7,12,32,62,45,57,53,29,3,8,9,2,3,5,4,8,3,9,5,4,3,8,2,8,2,46,43,39,53
"2017-05-09 22:18:00",0,0,47,62,0,72,0,84,82,294,0,0,0,0,0,0,0,0,0,0,136,0,0,0,10,5,4,2,10,15,5,3,6,4,13,52,29,48,79,29,25,30,3,1,6,9,5,11,3,7,2,6,2,6,7,4,12,2,8,23,86,21,39
"2017-05-09 22:21:00",0,0,70,92,0,72,0,83,83,262,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,15,10,3,17,13,13,3,5,6,5,73,35,40,38,29,42,46,2,12,2,3,7,5,8,9,8,5,0,4,10,3,4,4,4,37,25,34,30
"2017-05-09 22:24:00",0,0,90,89,0,72,0,83,84,264,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,20,2,12,28,15,8,0,5,8,8,34,40,27,33,48,57,50,2,10,5,1,3,6,4,11,2,2,9,6,2,4,10,3,6,53,53,42,40
"2017-05-09 22:27:00",0,0,68,81,0,72,0,83,83,266,0,0,0,0,0,0,0,0,0,0,128,0,0,0,3,4,2,9,8,31,1,2,9,8,5,39,34,64,72,18,56,54,5,0,7,2,4,4,1,7,1,3,2,8,1,3,14,5,17,51,46,56,36
"2017-05-09 22:30:00",0,0,0,26,0,72,1,83,84,342,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,9,4,6,10,9,7,4,8,6,8,42,32,37,40,30,31,53,1,1,4,3,9,4,2,4,4,4,3,7,3,6,3,8,2,36,29,21,23
